2016-11-26 21:00:13.77 server    Microsoft SQL Server  2000 - 8.00.2039 (Intel X86) 
	May  3 2005 23:18:38 
2016-11-26 21:00:16.27 spid9     FCB::Open failed: 未能为虚拟设备号 (VDN) 1 打开设备 D:\MUD3\GSQL\Data\herocommon1.mdf。
2016-11-26 21:00:16.27 spid9     设备激活错误。物理文件名 'D:\MUD3\GSQL\Data\herocommon1.mdf' 可能有误。
2016-11-26 21:00:16.27 spid9     设备激活错误。物理文件名 'D:\MUD3\GSQL\Data\herocommon1_log.LDF' 可能有误。
2016-11-26 21:00:16.27 spid10    启动数据库“kingforeiserverbasedata”。
2016-11-26 21:00:16.27 spid10    udopen: 创建/打开物理设备 D:\MUD3\GSQL\Data\kingforeiserverbasedata.mdf 时发生操作系统错误 2(系统找不到指定的文件。)。
2016-11-26 21:00:16.27 spid10    FCB::Open failed: 未能为虚拟设备号 (VDN) 1 打开设备 D:\MUD3\GSQL\Data\kingforeiserverbasedata.mdf。
2016-11-26 21:00:16.27 spid10    设备激活错误。物理文件名 'D:\MUD3\GSQL\Data\kingforeiserverbasedata.mdf' 可能有误。
2016-11-26 21:00:16.27 spid10    设备激活错误。物理文件名 'D:\MUD3\GSQL\Data\kingforeiserverbasedata_log.LDF' 可能有误。
2016-11-26 21:00:16.27 spid11    启动数据库“manage”。
2016-11-26 21:00:16.27 spid11    udopen: 创建/打开物理设备 D:\MUD3\GSQL\Data\manage.mdf 时发生操作系统错误 2(系统找不到指定的文件。)。
2016-11-26 21:00:16.27 spid11    FCB::Open failed: 未能为虚拟设备号 (VDN) 1 打开设备 D:\MUD3\GSQL\Data\manage.mdf。
2016-11-26 21:00:16.27 spid11    设备激活错误。物理文件名 'D:\MUD3\GSQL\Data\manage.mdf' 可能有误。
2016-11-26 21:00:16.27 spid11    设备激活错误。物理文件名 'D:\MUD3\GSQL\Data\manage_log.LDF' 可能有误。
2016-11-26 21:00:16.33 spid5     清除 tempdb 数据库。
2016-11-26 21:00:16.68 spid5     启动数据库“tempdb”。
2016-11-26 21:00:16.76 spid3     恢复完成。
2016-11-26 21:00:18.23 spid51    启动数据库“hero3g”。
2016-11-26 21:00:18.48 spid51    启动数据库“game3g”。
2016-11-26 21:01:57.57 spid51    启动数据库“Account”。
2016-11-26 21:02:05.92 spid51    启动数据库“game3g”。
2016-11-26 21:02:12.06 spid51    启动数据库“hero3g”。
2016-11-27 00:44:40.76 spid72    使用 'xpstar.dll' 版本 '2000.80.2039' 来执行扩展存储过程 'sp_MSgetversion'。
